Customer ID,Customer Since,City,State
78.0,2016-7,Hyderabad,Sindh
79.0,2016-7,Chishtian,Punjab
80.0,2016-7,Sargodha,Punjab
81.0,2016-7,Wazirabad,Punjab
82.0,2016-7,Mirpur Khas,Sindh
83.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
84.0,2016-7,Gujrat,Punjab
85.0,2016-7,Sargodha,Punjab
86.0,2016-7,Daska,Punjab
87.0,2016-7,Dadu,Sindh
88.0,2016-7,Mandi Bahauddin,Punjab
89.0,2016-7,Larkana,Sindh
90.0,2016-7,Gujranwala,Punjab
91.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
92.0,2016-7,Khanpur,Punjab
93.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
94.0,2016-7,Pakpattan,Punjab
95.0,2016-7,Hyderabad,Sindh
96.0,2016-7,Karachi,Sindh
97.0,2016-7,Mardan,Khyber-Pakhtunkhwa
98.0,2016-7,Dadu,Sindh
99.0,2016-7,Muridke,Punjab
100.0,2016-7,Lahore,Punjab
101.0,2016-7,Kohat,Khyber-Pakhtunkhwa
102.0,2016-7,Vehari,Punjab
103.0,2016-7,Gujrat,Punjab
104.0,2016-7,Rawalpindi,Punjab
105.0,2016-7,Wah Cantonment,Punjab
106.0,2016-7,Ahmadpur East,Punjab
107.0,2016-7,Kohat,Khyber-Pakhtunkhwa
108.0,2016-7,Jhang,Punjab
109.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
110.0,2016-7,Rawalpindi,Punjab
111.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
112.0,2016-7,Muridke,Punjab
113.0,2016-7,Taxila,Punjab
114.0,2016-7,Chiniot,Punjab
115.0,2016-7,Kāmoke,Punjab
116.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
117.0,2016-7,Larkana,Sindh
118.0,2016-7,Taxila,Punjab
119.0,2016-7,Sahiwal,Punjab
120.0,2016-7,Khuzdar,Balochistan
121.0,2016-7,Hafizabad,Punjab
122.0,2016-7,Sargodha,Punjab
123.0,2016-7,Dadu,Sindh
124.0,2016-7,Gojra,Punjab
125.0,2016-7,Muzaffargarh,Punjab
126.0,2016-7,Taxila,Punjab
127.0,2016-7,Nowshera,Khyber-Pakhtunkhwa
128.0,2016-7,Rahim Yar Khan,Punjab
129.0,2016-7,Gojra,Punjab
130.0,2016-7,Jaranwala,Punjab
131.0,2016-7,Sadiqabad,Punjab
132.0,2016-7,Gujranwala,Punjab
133.0,2016-7,Karachi,Sindh
134.0,2016-7,Hyderabad,Sindh
135.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
136.0,2016-7,Sadiqabad,Punjab
137.0,2016-7,Nawabshah,Sindh
138.0,2016-7,Kohat,Khyber-Pakhtunkhwa
139.0,2016-7,Dera Ghazi Khan,Punjab
140.0,2016-7,Sargodha,Punjab
141.0,2016-7,Kot Adu,Punjab
142.0,2016-7,Vehari,Punjab
143.0,2016-7,Hyderabad,Sindh
144.0,2016-7,Lahore,Punjab
145.0,2016-7,Sargodha,Punjab
146.0,2016-7,Kasur,Punjab
147.0,2016-7,Hyderabad,Sindh
148.0,2016-7,Taxila,Punjab
149.0,2016-7,Vehari,Punjab
150.0,2016-7,Kohat,Khyber-Pakhtunkhwa
151.0,2016-7,Quetta,Balochistan
152.0,2016-7,Kot Adu,Punjab
153.0,2016-7,Pakpattan,Punjab
154.0,2016-7,Nowshera,Khyber-Pakhtunkhwa
155.0,2016-7,Jaranwala,Punjab
156.0,2016-7,Gojra,Punjab
157.0,2016-7,Chaman,Balochistan
158.0,2016-7,Sialkot,Punjab
159.0,2016-7,Kamalia,Punjab
160.0,2016-7,Khushab,Punjab
161.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
162.0,2016-7,Nowshera,Khyber-Pakhtunkhwa
163.0,2016-7,Sukkur,Sindh
164.0,2016-7,Pakpattan,Punjab
165.0,2016-7,Wah Cantonment,Punjab
166.0,2016-7,Mardan,Khyber-Pakhtunkhwa
167.0,2016-7,Mirpur Khas,Sindh
168.0,2016-7,Chakdara,Khyber-Pakhtunkhwa
169.0,2016-7,Okara,Punjab
170.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
171.0,2016-7,Gojra,Punjab
172.0,2016-7,Chaman,Balochistan
173.0,2016-7,Kasur,Punjab
174.0,2016-7,Shekhupura,Punjab
175.0,2016-7,Kohat,Khyber-Pakhtunkhwa
176.0,2016-7,Mingora,Khyber-Pakhtunkhwa
177.0,2016-7,Rawalpindi,Punjab
178.0,2016-7,Daska,Punjab
179.0,2016-7,Mingora,Khyber-Pakhtunkhwa
180.0,2016-7,Hafizabad,Punjab
181.0,2016-7,Nawabshah,Sindh
182.0,2016-7,Sadiqabad,Punjab
183.0,2016-7,Gujranwala,Punjab
184.0,2016-7,Muridke,Punjab
185.0,2016-7,Shekhupura,Punjab
186.0,2016-7,Kohat,Khyber-Pakhtunkhwa
187.0,2016-7,Muridke,Punjab
188.0,2016-7,Kāmoke,Punjab
189.0,2016-7,Taxila,Punjab
190.0,2016-7,Sadiqabad,Punjab
191.0,2016-7,Hyderabad,Sindh
192.0,2016-7,Mardan,Khyber-Pakhtunkhwa
193.0,2016-7,Kandhkot,Sindh
194.0,2016-7,Dadu,Sindh
195.0,2016-7,Chakdara,Khyber-Pakhtunkhwa
196.0,2016-7,Okara,Punjab
197.0,2016-7,Vehari,Punjab
198.0,2016-7,Kot Adu,Punjab
199.0,2016-7,Taxila,Punjab
200.0,2016-7,Sahiwal,Punjab
201.0,2016-7,Wazirabad,Punjab
202.0,2016-7,Gujrat,Punjab
203.0,2016-7,Kohat,Khyber-Pakhtunkhwa
204.0,2016-7,Nawabshah,Sindh
205.0,2016-7,Khanewal,Punjab
206.0,2016-7,Pakpattan,Punjab
207.0,2016-7,Nowshera,Khyber-Pakhtunkhwa
208.0,2016-7,Swabi,Khyber-Pakhtunkhwa
209.0,2016-7,Karachi,Sindh
210.0,2016-7,Nawabshah,Sindh
211.0,2016-7,Muzaffargarh,Punjab
212.0,2016-7,Chaman,Balochistan
213.0,2016-7,Quetta,Balochistan
214.0,2016-7,Nawabshah,Sindh
215.0,2016-7,Wazirabad,Punjab
216.0,2016-7,Jacobabad,Sindh
217.0,2016-7,Chaman,Balochistan
218.0,2016-7,Taxila,Punjab
219.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
220.0,2016-7,Khairpur,Sindh
221.0,2016-7,Hafizabad,Punjab
222.0,2016-7,Nawabshah,Sindh
223.0,2016-7,Larkana,Sindh
224.0,2016-7,Wazirabad,Punjab
225.0,2016-7,Rahim Yar Khan,Punjab
226.0,2016-7,Khanewal,Punjab
227.0,2016-7,Khuzdar,Balochistan
228.0,2016-7,Shikarpur,Sindh
229.0,2016-7,Kandhkot,Sindh
230.0,2016-7,Daska,Punjab
231.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
232.0,2016-7,Taxila,Punjab
233.0,2016-7,Wah Cantonment,Punjab
234.0,2016-7,Kot Adu,Punjab
235.0,2016-7,Kohat,Khyber-Pakhtunkhwa
236.0,2016-7,Multan,Punjab
237.0,2016-7,Kot Adu,Punjab
238.0,2016-7,Rawalpindi,Punjab
239.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
240.0,2016-7,Mandi Bahauddin,Punjab
241.0,2016-7,Sargodha,Punjab
242.0,2016-7,Chiniot,Punjab
243.0,2016-7,Chakdara,Khyber-Pakhtunkhwa
244.0,2016-7,Khushab,Punjab
245.0,2016-7,Sialkot,Punjab
246.0,2016-7,Kāmoke,Punjab
247.0,2016-7,Chakwal,Punjab
248.0,2016-7,Muridke,Punjab
249.0,2016-7,Khairpur,Sindh
250.0,2016-7,Okara,Punjab
251.0,2016-7,Dadu,Sindh
252.0,2016-7,Nowshera,Khyber-Pakhtunkhwa
253.0,2016-7,Chiniot,Punjab
254.0,2016-7,Kot Adu,Punjab
255.0,2016-7,Muridke,Punjab
256.0,2016-7,Burewala,Punjab
257.0,2016-7,Sadiqabad,Punjab
258.0,2016-7,Jacobabad,Sindh
259.0,2016-7,Ahmadpur East,Punjab
260.0,2016-7,Khanewal,Punjab
261.0,2016-7,Jacobabad,Sindh
262.0,2016-7,Kāmoke,Punjab
263.0,2016-7,Bahawalpur,Punjab
264.0,2016-7,Gujrat,Punjab
265.0,2016-7,Muridke,Punjab
266.0,2016-7,Jhang,Punjab
267.0,2016-7,Jhang,Punjab
268.0,2016-7,Gujrat,Punjab
269.0,2016-7,Gujranwala,Punjab
270.0,2016-7,Jaranwala,Punjab
271.0,2016-7,Hyderabad,Sindh
272.0,2016-7,Gojra,Punjab
273.0,2016-7,Daska,Punjab
274.0,2016-7,Sialkot,Punjab
275.0,2016-7,Kot Adu,Punjab
276.0,2016-7,Mirpur Khas,Sindh
277.0,2016-7,Chakdara,Khyber-Pakhtunkhwa
278.0,2016-7,Rawalpindi,Punjab
279.0,2016-7,Rahim Yar Khan,Punjab
280.0,2016-7,Khairpur,Sindh
281.0,2016-7,Wazirabad,Punjab
282.0,2016-7,Jaranwala,Punjab
283.0,2016-7,Mirpur Khas,Sindh
284.0,2016-7,Lahore,Punjab
285.0,2016-7,Vehari,Punjab
286.0,2016-7,Chaman,Balochistan
287.0,2016-7,Wazirabad,Punjab
288.0,2016-7,Daska,Punjab
289.0,2016-7,Muridke,Punjab
290.0,2016-7,Karachi,Sindh
291.0,2016-7,Taxila,Punjab
292.0,2016-7,Wazirabad,Punjab
293.0,2016-7,Bahawalpur,Punjab
294.0,2016-7,Dera Ghazi Khan,Punjab
295.0,2016-7,Ahmadpur East,Punjab
296.0,2016-7,Multan,Punjab
297.0,2016-7,Mardan,Khyber-Pakhtunkhwa
298.0,2016-7,Khairpur,Sindh
299.0,2016-7,Sahiwal,Punjab
300.0,2016-7,Kot Adu,Punjab
301.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
302.0,2016-7,Khairpur,Sindh
303.0,2016-7,Jhang,Punjab
304.0,2016-7,Chakwal,Punjab
305.0,2016-7,Muridke,Punjab
306.0,2016-7,Chishtian,Punjab
307.0,2016-7,Gujranwala,Punjab
308.0,2016-7,Wazirabad,Punjab
309.0,2016-7,Jaranwala,Punjab
310.0,2016-7,Dera Ghazi Khan,Punjab
311.0,2016-7,Mardan,Khyber-Pakhtunkhwa
312.0,2016-7,Chishtian,Punjab
313.0,2016-7,Chaman,Balochistan
314.0,2016-7,Jacobabad,Sindh
315.0,2016-7,Sialkot,Punjab
316.0,2016-7,Quetta,Balochistan
317.0,2016-7,Sukkur,Sindh
318.0,2016-7,Khanpur,Punjab
319.0,2016-7,Sahiwal,Punjab
320.0,2016-7,Sadiqabad,Punjab
321.0,2016-7,Sadiqabad,Punjab
322.0,2016-7,Chishtian,Punjab
323.0,2016-7,Jaranwala,Punjab
324.0,2016-7,Kohat,Khyber-Pakhtunkhwa
325.0,2016-7,Dera Ghazi Khan,Punjab
326.0,2016-7,Sukkur,Sindh
327.0,2016-7,Mirpur Khas,Sindh
328.0,2016-7,Khairpur,Sindh
329.0,2016-7,Kot Adu,Punjab
330.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
331.0,2016-7,Jhang,Punjab
332.0,2016-7,Sahiwal,Punjab
333.0,2016-7,Chiniot,Punjab
334.0,2016-7,Kasur,Punjab
335.0,2016-7,Rawalpindi,Punjab
336.0,2016-7,Jaranwala,Punjab
337.0,2016-7,Multan,Punjab
338.0,2016-7,Khuzdar,Balochistan
339.0,2016-7,Gujranwala,Punjab
340.0,2016-7,Taxila,Punjab
341.0,2016-7,Kandhkot,Sindh
342.0,2016-7,Dadu,Sindh
343.0,2016-7,Muridke,Punjab
344.0,2016-7,Kot Adu,Punjab
345.0,2016-7,Jaranwala,Punjab
346.0,2016-7,Gujrat,Punjab
347.0,2016-7,Tando Allahyar,Sindh
348.0,2016-7,Vehari,Punjab
349.0,2016-7,Nowshera,Khyber-Pakhtunkhwa
350.0,2016-7,Vehari,Punjab
351.0,2016-7,Sargodha,Punjab
352.0,2016-7,Jaranwala,Punjab
353.0,2016-7,Jhang,Punjab
354.0,2016-7,Kamalia,Punjab
355.0,2016-7,Sukkur,Sindh
356.0,2016-7,Tando Allahyar,Sindh
357.0,2016-7,Okara,Punjab
358.0,2016-7,Larkana,Sindh
359.0,2016-7,Faisalabad,Punjab
360.0,2016-7,Mingora,Khyber-Pakhtunkhwa
361.0,2016-7,Daska,Punjab
362.0,2016-7,Mirpur Khas,Sindh
363.0,2016-7,Khanpur,Punjab
364.0,2016-7,Jacobabad,Sindh
365.0,2016-7,Chakwal,Punjab
366.0,2016-7,Sialkot,Punjab
367.0,2016-7,Larkana,Sindh
368.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
369.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
370.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
371.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
372.0,2016-7,Mardan,Khyber-Pakhtunkhwa
373.0,2016-7,Gujranwala,Punjab
374.0,2016-7,Hafizabad,Punjab
375.0,2016-7,Kāmoke,Punjab
376.0,2016-7,Tando Adam,Sindh
377.0,2016-7,Sargodha,Punjab
378.0,2016-7,Kasur,Punjab
379.0,2016-7,Okara,Punjab
380.0,2016-7,Sialkot,Punjab
381.0,2016-7,Taxila,Punjab
382.0,2016-7,Kasur,Punjab
383.0,2016-7,Rawalpindi,Punjab
384.0,2016-7,Shekhupura,Punjab
385.0,2016-7,Faisalabad,Punjab
386.0,2016-7,Daska,Punjab
387.0,2016-7,Khuzdar,Balochistan
388.0,2016-7,Sadiqabad,Punjab
389.0,2016-7,Sargodha,Punjab
390.0,2016-7,Kamalia,Punjab
391.0,2016-7,Ahmadpur East,Punjab
392.0,2016-7,Jaranwala,Punjab
393.0,2016-7,Tando Allahyar,Sindh
394.0,2016-7,Khanewal,Punjab
395.0,2016-7,Muridke,Punjab
396.0,2016-7,Bahawalpur,Punjab
397.0,2016-7,Ahmadpur East,Punjab
398.0,2016-7,Dera Ghazi Khan,Punjab
399.0,2016-7,Jhelum,Punjab
400.0,2016-7,Pakpattan,Punjab
401.0,2016-7,Vehari,Punjab
402.0,2016-7,Tando Allahyar,Sindh
403.0,2016-7,Wazirabad,Punjab
404.0,2016-7,Kot Adu,Punjab
405.0,2016-7,Gujranwala,Punjab
406.0,2016-7,Lahore,Punjab
407.0,2016-7,Gujrat,Punjab
408.0,2016-7,Pakpattan,Punjab
409.0,2016-7,Taxila,Punjab
410.0,2016-7,Chaman,Balochistan
411.0,2016-7,Jhang,Punjab
412.0,2016-7,Bahawalpur,Punjab
413.0,2016-7,Mirpur Khas,Sindh
414.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
415.0,2016-7,Pakpattan,Punjab
416.0,2016-7,Taxila,Punjab
417.0,2016-7,Quetta,Balochistan
418.0,2016-7,Kohat,Khyber-Pakhtunkhwa
419.0,2016-7,Vehari,Punjab
420.0,2016-7,Hyderabad,Sindh
421.0,2016-7,Bahawalpur,Punjab
422.0,2016-7,Tando Allahyar,Sindh
423.0,2016-7,Burewala,Punjab
424.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
425.0,2016-7,Larkana,Sindh
426.0,2016-7,Wah Cantonment,Punjab
427.0,2016-7,Vehari,Punjab
428.0,2016-7,Burewala,Punjab
429.0,2016-7,Karachi,Sindh
430.0,2016-7,Dera Ghazi Khan,Punjab
431.0,2016-7,Nawabshah,Sindh
432.0,2016-7,Hyderabad,Sindh
433.0,2016-7,Taxila,Punjab
434.0,2016-7,Hyderabad,Sindh
435.0,2016-7,Sargodha,Punjab
436.0,2016-7,Chaman,Balochistan
437.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
438.0,2016-7,Khuzdar,Balochistan
439.0,2016-7,Gujranwala,Punjab
440.0,2016-7,Kohat,Khyber-Pakhtunkhwa
441.0,2016-7,Multan,Punjab
442.0,2016-7,Burewala,Punjab
443.0,2016-7,Faisalabad,Punjab
444.0,2016-7,Multan,Punjab
445.0,2016-7,Dera Ghazi Khan,Punjab
446.0,2016-7,Gujranwala,Punjab
447.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
448.0,2016-7,Sahiwal,Punjab
449.0,2016-7,Sadiqabad,Punjab
450.0,2016-7,Wah Cantonment,Punjab
451.0,2016-7,Mardan,Khyber-Pakhtunkhwa
452.0,2016-7,Chaman,Balochistan
453.0,2016-7,Wazirabad,Punjab
454.0,2016-7,Tando Adam,Sindh
455.0,2016-7,Rawalpindi,Punjab
456.0,2016-7,Dera Ghazi Khan,Punjab
457.0,2016-7,Sadiqabad,Punjab
458.0,2016-7,Mardan,Khyber-Pakhtunkhwa
459.0,2016-7,Chiniot,Punjab
460.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
461.0,2016-7,Mardan,Khyber-Pakhtunkhwa
462.0,2016-7,Chakdara,Khyber-Pakhtunkhwa
463.0,2016-7,Sadiqabad,Punjab
464.0,2016-7,Multan,Punjab
465.0,2016-7,Bahawalpur,Punjab
466.0,2016-7,Nowshera,Khyber-Pakhtunkhwa
467.0,2016-7,Rawalpindi,Punjab
468.0,2016-7,Wazirabad,Punjab
469.0,2016-7,Mandi Bahauddin,Punjab
470.0,2016-7,Khanewal,Punjab
471.0,2016-7,Khanewal,Punjab
472.0,2016-7,Wah Cantonment,Punjab
473.0,2016-7,Gojra,Punjab
474.0,2016-7,Lahore,Punjab
475.0,2016-7,Okara,Punjab
476.0,2016-7,Mandi Bahauddin,Punjab
477.0,2016-7,Larkana,Sindh
478.0,2016-7,Taxila,Punjab
479.0,2016-7,Dadu,Sindh
480.0,2016-7,Mardan,Khyber-Pakhtunkhwa
481.0,2016-7,Rawalpindi,Punjab
482.0,2016-7,Jaranwala,Punjab
483.0,2016-7,Kāmoke,Punjab
484.0,2016-7,Gojra,Punjab
485.0,2016-7,Chakwal,Punjab
486.0,2016-7,Khanpur,Punjab
487.0,2016-7,Chakwal,Punjab
488.0,2016-7,Ahmadpur East,Punjab
489.0,2016-7,Wazirabad,Punjab
490.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
491.0,2016-7,Chakwal,Punjab
492.0,2016-7,Gujranwala,Punjab
493.0,2016-7,Kot Adu,Punjab
494.0,2016-7,Bahawalpur,Punjab
495.0,2016-7,Kohat,Khyber-Pakhtunkhwa
496.0,2016-7,Khuzdar,Balochistan
497.0,2016-7,Burewala,Punjab
498.0,2016-7,Shekhupura,Punjab
499.0,2016-7,Shekhupura,Punjab
500.0,2016-7,Sukkur,Sindh
501.0,2016-7,Dadu,Sindh
502.0,2016-7,Karachi,Sindh
503.0,2016-7,Mardan,Khyber-Pakhtunkhwa
504.0,2016-7,Jaranwala,Punjab
505.0,2016-7,Jhelum,Punjab
506.0,2016-7,Wazirabad,Punjab
507.0,2016-7,Chaman,Balochistan
508.0,2016-7,Chishtian,Punjab
509.0,2016-7,Chakwal,Punjab
510.0,2016-7,Rawalpindi,Punjab
511.0,2016-7,Chakdara,Khyber-Pakhtunkhwa
512.0,2016-7,Karachi,Sindh
513.0,2016-7,Khairpur,Sindh
514.0,2016-7,Taxila,Punjab
515.0,2016-7,Bahawalpur,Punjab
516.0,2016-7,Jaranwala,Punjab
517.0,2016-7,Wah Cantonment,Punjab
518.0,2016-7,Sukkur,Sindh
519.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
520.0,2016-7,Jhang,Punjab
521.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
522.0,2016-7,Chakdara,Khyber-Pakhtunkhwa
523.0,2016-7,Wah Cantonment,Punjab
524.0,2016-7,Larkana,Sindh
525.0,2016-7,Sargodha,Punjab
526.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
527.0,2016-7,Chishtian,Punjab
528.0,2016-7,Muridke,Punjab
529.0,2016-7,Gojra,Punjab
530.0,2016-7,Chakwal,Punjab
531.0,2016-7,Chiniot,Punjab
532.0,2016-7,Shekhupura,Punjab
533.0,2016-7,Ahmadpur East,Punjab
534.0,2016-7,Sargodha,Punjab
535.0,2016-7,Mirpur Khas,Sindh
536.0,2016-7,Wah Cantonment,Punjab
537.0,2016-7,Mardan,Khyber-Pakhtunkhwa
538.0,2016-7,Larkana,Sindh
539.0,2016-7,Pakpattan,Punjab
540.0,2016-7,Jaranwala,Punjab
541.0,2016-7,Tando Allahyar,Sindh
542.0,2016-7,Khairpur,Sindh
543.0,2016-7,Wah Cantonment,Punjab
544.0,2016-7,Taxila,Punjab
545.0,2016-7,Peshawar,Khyber-Pakhtunkhwa
546.0,2016-7,Dera Ismail Khan,Khyber-Pakhtunkhwa
547.0,2016-7,Jaranwala,Punjab
548.0,2016-7,Wazirabad,Punjab
549.0,2016-7,Karachi,Sindh
550.0,2016-7,Jhang,Punjab
551.0,2016-7,Sargodha,Punjab
552.0,2016-7,Burewala,Punjab
553.0,2016-7,Daska,Punjab
554.0,2016-7,Sargodha,Punjab
555.0,2016-7,Sahiwal,Punjab
556.0,2016-7,Shekhupura,Punjab
557.0,2016-7,Muridke,Punjab
558.0,2016-7,Swabi,Khyber-Pakhtunkhwa
559.0,2016-7,Dadu,Sindh
560.0,2016-7,Muridke,Punjab
561.0,2016-7,Kot Adu,Punjab
562.0,2016-7,Sadiqabad,Punjab
563.0,2016-7,Khairpur,Sindh
564.0,2016-7,Quetta,Balochistan
565.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
566.0,2016-7,Jacobabad,Sindh
567.0,2016-7,Khanewal,Punjab
568.0,2016-7,Tando Adam,Sindh
569.0,2016-7,Rawalpindi,Punjab
570.0,2016-7,Taxila,Punjab
571.0,2016-7,Bahawalpur,Punjab
572.0,2016-7,Khuzdar,Balochistan
573.0,2016-7,Chishtian,Punjab
574.0,2016-7,Kasur,Punjab
575.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
576.0,2016-7,Pakpattan,Punjab
577.0,2016-7,Pakpattan,Punjab
578.0,2016-7,Muzaffargarh,Punjab
579.0,2016-7,Karachi,Sindh
580.0,2016-7,Sadiqabad,Punjab
581.0,2016-7,Sahiwal,Punjab
582.0,2016-7,Chakwal,Punjab
583.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
584.0,2016-7,Dadu,Sindh
585.0,2016-7,Mirpur Khas,Sindh
586.0,2016-7,Larkana,Sindh
587.0,2016-7,Gojra,Punjab
588.0,2016-7,Sahiwal,Punjab
589.0,2016-7,Sargodha,Punjab
590.0,2016-7,Hafizabad,Punjab
591.0,2016-7,Okara,Punjab
592.0,2016-7,Chaman,Balochistan
593.0,2016-7,Gujrat,Punjab
594.0,2016-7,Okara,Punjab
595.0,2016-7,Gujranwala,Punjab
596.0,2016-7,Sahiwal,Punjab
597.0,2016-7,Chiniot,Punjab
598.0,2016-7,Chakwal,Punjab
599.0,2016-7,Kohat,Khyber-Pakhtunkhwa
600.0,2016-7,Pakpattan,Punjab
601.0,2016-7,Muridke,Punjab
602.0,2016-7,Kamalia,Punjab
603.0,2016-7,Khuzdar,Balochistan
604.0,2016-7,Muridke,Punjab
605.0,2016-7,Wah Cantonment,Punjab
606.0,2016-7,Mardan,Khyber-Pakhtunkhwa
607.0,2016-7,Khuzdar,Balochistan
608.0,2016-7,Gujrat,Punjab
609.0,2016-7,Jhang,Punjab
610.0,2016-7,Nowshera,Khyber-Pakhtunkhwa
611.0,2016-7,Karachi,Sindh
612.0,2016-7,Abbottabad,Khyber-Pakhtunkhwa
613.0,2016-7,Wazirabad,Punjab
614.0,2016-7,Sialkot,Punjab
615.0,2016-7,Kasur,Punjab
616.0,2016-7,Taxila,Punjab
617.0,2016-7,Gujrat,Punjab
618.0,2016-7,Lahore,Punjab
619.0,2016-7,Khuzdar,Balochistan
620.0,2016-7,Kāmoke,Punjab
621.0,2016-7,Kohat,Khyber-Pakhtunkhwa
622.0,2016-7,Sargodha,Punjab
623.0,2016-7,Kasur,Punjab
624.0,2016-7,Burewala,Punjab
625.0,2016-7,Khanewal,Punjab
626.0,2016-7,Khairpur,Sindh
627.0,2016-7,Rawalpindi,Punjab
628.0,2016-7,Sahiwal,Punjab
629.0,2016-7,Kot Adu,Punjab
630.0,2016-7,Quetta,Balochistan
631.0,2016-7,Rawalpindi,Punjab
632.0,2016-7,Sargodha,Punjab
633.0,2016-7,Tando Allahyar,Sindh
